A,B,C,Desc
1.64,0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,-1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.1,3.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.19,3.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,-0.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,-3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.34,2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.72,0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.99,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.93,0.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.39,-0.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.58,-2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.85,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.31,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.45,2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.98,1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.11,-0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.38,2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.28,-3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.8,-1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.63,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.4,3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.36,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,-3.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.63,3.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.61,-0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-3.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,-2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,-0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,-1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.65,0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,-0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,-3.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.32,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,-0.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.08,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,-3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.17,1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-1.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.15,0.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.84,3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.05,-2.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.72,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.3,-3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.18,1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,-2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,-0.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,-1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.18,2.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.9,0.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.06,-3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.17,-0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,-0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,-1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.14,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.42,-0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.48,2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.75,-1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.41,-3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.74,1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.03,-2.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,-0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.36,-0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.21,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,1.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.19,-0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.14,-1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.02,3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.85,3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.89,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.8,-3.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.53,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.72,2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.02,-1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.16,-1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.69,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.87,-2.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.59,-2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.98,2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.38,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.48,-2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.1,-0.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.55,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,-3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,-1.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.78,2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.27,0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.3,2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,-1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.77,-3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.75,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,-1.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.27,-0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.28,-2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,-2.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.05,0.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.34,2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.39,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.43,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.43,-1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.07,1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.66,1.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.78,3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.38,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,-3.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,-0.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.3,-1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,2.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.59,2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.54,-3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.29,0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.3,-0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.08,0.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.79,0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,-2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.79,-3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.06,3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.5,3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.38,1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,-2.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,-0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,0.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.47,1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.86,3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.78,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.19,1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.94,1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-1.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.1,3.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.04,-0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.05,-1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.31,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.88,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.48,0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.63,-0.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.58,3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,-0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,-3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.1,0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.95,-0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,-2.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.63,2.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,-0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.25,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,-2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.02,1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.39,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.33,-3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,-3.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.11,3.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.99,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.28,3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.83,1.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.83,-0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.23,2.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,-3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.83,0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.55,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,3.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.94,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.83,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,-3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,-2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.15,-2.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,-0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.44,-0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.59,2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.69,-2.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.09,1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.58,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.07,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,-0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.43,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.06,2.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.75,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.86,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.25,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.36,1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.07,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.77,3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,-0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.57,-3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.06,-1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.34,-1.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.72,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.96,-1.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.75,1.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.47,0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.92,2.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.48,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,0.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.61,3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.91,1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.87,-3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.73,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,-0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.3,3.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,2.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.93,2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,2.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,-1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,-3.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.18,3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,-1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0,-0.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.38,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.85,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.36,3.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.86,-2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,-0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.91,2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.6,2.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.69,0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,-2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.87,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.7,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.35,0.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.65,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.55,1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.93,3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.5,-1.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,-2.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.47,-1.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.3,-2.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.47,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.67,1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.88,-1.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,-1.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,-3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.88,0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
