A,B,C,Desc,Answer
0.79,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2257
0.82,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2258
1.92,-1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2259
-0.04,0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2260
1.5,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2261
-0.42,0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2262
0.13,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2263
0.21,3.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2264
0.79,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2265
1.33,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2266
0.98,-1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2267
1.04,-1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2268
-0.2,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2269
1.68,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2270
1.71,0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2271
1.64,1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2272
-0.24,-3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2273
0.99,-0.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2274
0.9,1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2275
0.54,3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2276
1.58,-2.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2277
1.57,3.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2278
1.24,2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2279
-0.48,-2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2280
1.16,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2281
0.19,3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2282
1.07,1.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2283
-0.43,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2284
0.69,-3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2285
0.28,3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2286
0.25,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2287
-0.47,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2288
1.48,3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2289
1.64,-1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2290
-0.33,3.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2291
1.78,1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2292
1.2,0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2293
1.42,-0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2294
1.08,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2295
0.06,0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2296
1.37,-2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2297
0.19,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2298
0.96,-1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2299
0.41,-0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2300
-0.13,-2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2301
0.92,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2302
1.64,-3.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2303
0.44,2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2304
1.89,-0.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2305
-0.16,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2306
0.59,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2307
1.02,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2308
1.46,-2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2309
1.68,-2.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2310
-0.1,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2311
-0.45,0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2312
0.42,-0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2313
1.21,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2314
0.57,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2315
0.45,1.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2316
0.33,1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2317
1.6,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2318
1.08,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2319
1.57,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2320
1.87,-1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2321
-0.43,2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2322
1,-1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2323
1.21,-1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2324
1.95,2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2325
-0.4,3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2326
0.28,-0.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2327
0.25,-2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2328
-0.15,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2329
0.89,2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2330
0.16,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2331
0.98,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2332
0.42,0.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2333
0.77,0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2334
1.6,1.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2335
0.03,1.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2336
-0.09,3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2337
0.29,2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2338
1.34,2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2339
1.84,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2340
0.95,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2341
-0.34,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2342
1.77,-2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2343
1.2,-1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2344
1.87,-2.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2345
0.41,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2346
1.32,-0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2347
0.75,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2348
-0.17,-3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2349
-0.17,-1.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2350
1.88,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2351
0.07,1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2352
1.05,2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2353
0.67,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2354
-0.37,-1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2355
-0.24,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2356
1.33,1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2357
-0.18,2.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2358
0.73,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2359
0.32,1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2360
0.5,-2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2361
1.28,0.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2362
-0.19,0.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2363
1.92,3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2364
1.54,-3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2365
0.5,2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2366
0.68,1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2367
1.88,-3.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2368
0.83,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2369
-0.43,-2.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2370
0.28,-0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2371
-0.28,-2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2372
0.27,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2373
1.99,1.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2374
1.35,-3.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2375
-0.05,-1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2376
0.33,-1.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2377
-0.4,3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2378
0.75,-2.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2379
0.7,2.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2380
-0.36,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2381
0.38,0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2382
1.14,-1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2383
0.18,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2384
-0.41,-3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2385
-0.46,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2386
0.07,1.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2387
0.6,3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2388
1.04,-3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2389
-0.37,-3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2390
0.66,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2391
0.39,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2392
1.82,2.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2393
1.76,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2394
0.94,2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2395
1.08,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2396
1.74,2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2397
1.25,-1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2398
-0.14,-1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2399
-0.32,-2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2400
-0.31,2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2401
-0.25,-2.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2402
1.75,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2403
0.11,3.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2404
1.22,-2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2405
-0.24,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2406
0.35,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2407
1.28,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2408
-0.18,-2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2409
1.53,-0.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2410
-0.13,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2411
0.69,-0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2412
0.29,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2413
1.14,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2414
-0.04,-0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2415
0.94,-1.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2416
1.57,-0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2417
-0.02,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2418
-0.43,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2419
1.99,3.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2420
0.68,0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2421
0.81,-3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2422
0.98,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2423
0.19,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2424
0.46,0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2425
-0.35,0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2426
1.73,1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2427
1.19,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2428
0.37,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2429
0.26,2.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2430
-0.02,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2431
0.24,-0.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2432
-0.38,-1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2433
0.13,3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2434
0.13,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2435
0.59,-0.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2436
0.7,0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2437
1.1,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2438
1.16,-1.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2439
0.56,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2440
0.9,3.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2441
-0.12,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2442
0.5,-2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2443
-0.02,1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2444
-0.1,1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2445
1.28,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2446
0.04,-0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2447
-0.27,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2448
0.34,-0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2449
1.28,-2.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2450
-0.08,-2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2451
0.24,0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2452
0.72,0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2453
1.27,-0.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2454
0.52,-1.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2455
-0.23,-1.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2456
0.14,1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2457
0.91,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2458
0.74,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2459
1.97,-1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2460
0.36,-3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2461
0.84,-2.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2462
0.24,-2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2463
-0.23,-1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2464
0.6,-2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2465
1.74,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2466
1.75,0.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2467
-0.12,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2468
1.83,2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2469
-0.39,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2470
0.54,0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2471
0.62,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2472
-0.45,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2473
1.31,-0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2474
1.24,-0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2475
1.49,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2476
1.02,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2477
-0.42,-4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2478
1.21,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2479
0.27,-0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2480
-0.17,3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2481
0.5,3.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2482
-0.23,-2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2483
0.59,0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2484
1.24,0.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2485
0.12,2.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2486
0.11,-2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2487
1.9,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2488
1.59,0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2489
0.86,1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2490
1.82,2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2491
0.44,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2492
0.66,-3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2493
0.84,-0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2494
1.2,-1.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2495
1.43,0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2496
0.66,2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2497
1.54,-3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2498
1.35,1.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2499
0.91,-2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2500
1.25,3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2501
1.15,-3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2502
0.53,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2503
1.42,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2504
1.14,-0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2505
0.03,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2506
0.09,1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2507
1.44,1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2508
0.14,3.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2509
0.38,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2510
1.16,1.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2511
1.46,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2512
0.88,-1.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2513
0.98,-1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2514
0.16,2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2515
1.32,3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2516
-0.33,-1.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2517
0.82,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2518
0.47,-2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2519
-0.38,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2520
-0.13,3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2521
-0.44,3.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2522
1.58,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2523
0.67,1.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2524
0.11,2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2525
0.9,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2526
-0.11,-0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2527
1.44,3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2528
0.47,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2529
1.94,-3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2530
1.17,-1.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2531
-0.46,-3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2532
0.72,3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2533
0.25,1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2534
1.55,2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2535
1.58,-3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2536
0.81,1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2537
-0.28,-0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2538
-0.06,-0.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2539
-0.39,1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2540
0.52,-3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2541
1.34,-0.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2542
-0.48,-1.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2543
0.9,-0.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2544
1.06,2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2545
-0.24,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2546
-0.37,-1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2547
0.56,-2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2548
-0.41,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2549
1.51,-3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2550
1.97,3.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2551
-0.28,-1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2552
-0.01,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2553
0.33,-1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2554
1.43,-1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2555
0.24,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2556
0.31,0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2557
0.72,3.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2558
0.8,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2559
1.44,-3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2560
0.49,-1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 2561
